WoS Source UT,WoS Cited Reference UT,Cited Author,Times Cited,Pub Year,Volume,Page,Cited Work,Cited Title,DOI
WOS:000575124400003,000575124400003.14,"Deslatte, M",1,2020,,,AP News,"Louisiana data: virus hits blacks, people with hypertension",
WOS:000575124400003,000913897300001.92,"Bolin, B",125,2018,,181,,"Race, class, ethnicity, and disaster vulnerability",
WOS:000575124400003,000575124400003.2,,2,2010,,,"Flu-related hospitalizations and deaths in the United States from April 2009-January 30, 2010",,
WOS:000575124400003,000616645300013.8,"Berchick, ER",13,2019,,,Current Population Reports,Health Insurance Coverage in the United States: 2018,
WOS:000575124400003,000835286900007.142,"Resnick, A.",9,2020,18,,BMJ Opin,Covid-19: The painful price of ignoring health inequities,
WOS:000575124400003,000608860100001.18,,12,2020,,,COVID-19 dashboard by the Center for Systems Science and Engineering (CSSE) at Johns Hopkins University (JHU),,
WOS:000575124400003,000575124400003.7,,1,2018,,,2010 Census regions and divisions of the United States,,
WOS:000575124400003,000614498400001.31,Pratt,33,2020,,,Chicago Tribune,"Chicago's coronavirus disparity: Black Chicagoans are dying at nearly six times the rate of white residents, data show.",
WOS:000575124400003,000778540000001.284,"Rast, J.",6,2020,,,Milwaukee's coronavirus racial divide: A report on the early stages of COVID-19 spread in Milwaukee County,,
WOS:000575124400003,000753980000010.10,"Thomas, DS",66,2013,,,Social Vulnerability to Disasters,,
WOS:000575124400003,000557072300024.2,,28,2020,,,COVID-19: data,,
WOS:000575124400003,000690932600003.241,"Rentsch, CT",9,1000,,,medRxiv. 2020:2020.04.09.20059964,"Covid-19 Testing, Hospital Admission, and Intensive Care Among 2,026,227 United States Veterans Aged 54-75Years",
WOS:000575124400003,000534690100001.67,"Wu, Z",334,2020,323,1239,JAMA,Characteristics of and important lessons from the coronavirus disease 2019 (COVID-19) outbreak in China: summary of a report of 72a314 cases from the Chinese Center for Disease Control and Prevention,10.1001/jama.2020.2648
WOS:000575124400003,000733251300001.8,,129,2020,,,Health equity considerations and racial and ethnic minority groups.,,
WOS:000575124400003,000575124400003.6,,1,2015,,,Current and projected characteristics and unique health care needs of the patient population served by the Department of Veterans Affairs,,
WOS:000575124400003,000575124400003.8,,1,2002,,,Racial and ethnic residential segregation in the United States: 1980-2000,,
WOS:000575124400003,000561427600003.23,"Thebault, R",47,2020,,,Washington Post,The coronavirus is infecting and killing black Americans at an alarmingly high rate,
WOS:000419959800012,WOS:000309517300012,"Allsop, David J.",90,2012,7,,PLOS ONE,Quantifying the Clinical Significance of Cannabis Withdrawal,10.1371/journal.pone.0044864
WOS:000419959800012,WOS:000395646300017,"Cerda, Magdalena",260,2017,171,142,JAMA PEDIATRICS,Association of State Recreational Marijuana Laws With Adolescent Marijuana Use,10.1001/jamapediatrics.2016.3624
WOS:000419959800012,WOS:000387413400024,"Keyes, Katherine M.",109,2016,111,2187,ADDICTION,"How does state marijuana policy affect US youth? Medical marijuana laws, marijuana use and perceived harmfulness: 1991-2014",10.1111/add.13523
WOS:000419959800012,WOS:000074114100007,"Bachman, JG",215,1998,88,887,AMERICAN JOURNAL OF PUBLIC HEALTH,"Explaining recent increases in students' marijuana use: Impacts of perceived risks and disapproval, 1976 through 1996",10.2105/AJPH.88.6.887
WOS:000419959800012,WOS:000392781700008,"Carliner, Hannah",97,2017,170,51,DRUG AND ALCOHOL DEPENDENCE,"The widening gender gap in marijuana use prevalence in the US during a period of economic change, 2002-2014",10.1016/j.drugalcdep.2016.10.042
WOS:000419959800012,WOS:000375462600012,"Sherva, Richard",106,2016,73,472,JAMA PSYCHIATRY,"Genome-wide Association Study of Cannabis Dependence Severity, Novel Risk Variants, and Shared Genetic Risks",10.1001/jamapsychiatry.2016.0036
WOS:000419959800012,WOS:000410088500015,"Pardo, Bryce",113,2017,112,1773,ADDICTION,Do more robust prescription drug monitoring programs reduce prescription opioid overdose?,10.1111/add.13741
WOS:000419959800012,WOS:000402886100002,"Carney, R.",36,2017,136,5,ACTA PSYCHIATRICA SCANDINAVICA,Cannabis use and symptom severity in individuals at ultra high risk for psychosis: a meta-analysis,10.1111/acps.12699
WOS:000419959800012,WOS:000412470300014,"Williams, Arthur Robin",39,2017,112,1985,ADDICTION,Loose regulation of medical marijuana programs associated with higher rates of adult marijuana use but not cannabis use disorder,10.1111/add.13904
WOS:000419959800012,WOS:000398868300023,"Bahorik, Amber L.",54,2017,213,168,JOURNAL OF AFFECTIVE DISORDERS,Patterns of marijuana use among psychiatry patients with depression and its impact on recovery,10.1016/j.jad.2017.02.016
WOS:000419959800012,WOS:000402489700048,"Niederdeppe, Jeff",12,2017,99,320,PREVENTIVE MEDICINE,"Alcohol-control public service announcements (PSAs) and drunk-driving fatal accidents in the United States, 1996-2010",10.1016/j.ypmed.2017.03.009
WOS:000419959800012,WOS:000402489700014,"McGinty, Emma E.",63,2017,99,80,PREVENTIVE MEDICINE,Public perceptions of arguments supporting and opposing recreational marijuana legalization,10.1016/j.ypmed.2017.01.024
WOS:000419959800012,WOS:000407666100021,"Wu, Li-Tzy",38,2017,177,153,DRUG AND ALCOHOL DEPENDENCE,Prevalence and correlates of treatment utilization among adults with cannabis use disorder in the United States,10.1016/j.drugalcdep.2017.03.037
WOS:000419959800012,WOS:000528637200011,"Hunt, Priscillia E.",11,2017,34,173,NON-MEDICAL AND ILLICIT USE OF PSYCHOACTIVE DRUGS,The Impact of Legalizing and Regulating Weed: Issues with Study Design and Emerging Findings in the USA,10.1007/7854_2015_423
WOS:000419959800012,WOS:000403569500003,"Smolkina, M.",18,2017,47,394,BEHAVIOR GENETICS,Cannabis and Depression: A Twin Model Approach to Co-morbidity,10.1007/s10519-017-9848-0
WOS:000419959800012,WOS:000406050700026,"Englund, Amir",89,2017,4,643,LANCET PSYCHIATRY,Can we make cannabis safer?,10.1016/S2215-0366(17)30075-5
WOS:000419959800012,WOS:000403859300003,"Haug, Nancy A.",72,2017,72,14,ADDICTIVE BEHAVIORS,"Cannabis use patterns and motives: A comparison of younger, middle-aged, and older medical cannabis dispensary patients",10.1016/j.addbeh.2017.03.006
WOS:000419959800012,WOS:000397040800044,"Santaella-Tenorio, Julian",63,2017,107,336,AMERICAN JOURNAL OF PUBLIC HEALTH,"US Traffic Fatalities, 1985-2014, and Their Relationship to Medical Marijuana Laws",10.2105/AJPH.2016.303577
WOS:000419959800012,WOS:000402867200009,"Hasin, Deborah S.",250,2017,74,579,JAMA PSYCHIATRY,"US Adult Illicit Cannabis Use, Cannabis Use Disorder, and Medical Marijuana Laws 1991-1992 to 2012-2013",10.1001/jamapsychiatry.2017.0724
WOS:000419959800012,WOS:000402006500036,"Charilaou, Paris",55,2017,130,678,AMERICAN JOURNAL OF MEDICINE,Trends of Cannabis Use Disorder in the Inpatient: 2002 to 2011,10.1016/j.amjmed.2016.12.035
WOS:000419959800012,WOS:000402644400001,"Carey, Caitlin E.",68,2016,7,,FRONTIERS IN GENETICS,Associations between Polygenic Risk for Psychiatric Disorders and Substance Involvement,10.3389/fgene.2016.00149
WOS:000419959800012,WOS:000400394900024,"Bradford, Ashley C.",93,2017,36,945,HEALTH AFFAIRS,Medical Marijuana Laws May Be Associated With A Decline In The Number Of Prescriptions For Medicaid Enrollees,10.1377/hlthaff.2016.1135
WOS:000419959800012,WOS:000400712000004,"Piper, Brian J.",100,2017,31,569,JOURNAL OF PSYCHOPHARMACOLOGY,"Substitution of medical cannabis for pharmaceutical agents for pain, anxiety, and sleep",10.1177/0269881117699616
WOS:000419959800012,WOS:000401077200004,"McGinty, Emma E.",13,2017,52,417,AMERICAN JOURNAL OF PREVENTIVE MEDICINE,"Ignition Interlock Laws: Effects on Fatal Motor Vehicle Crashes, 1982-2013",10.1016/j.amepre.2016.10.043
WOS:000419959800012,WOS:000403555000005,"Garg, Renu K.",100,2017,55,661,MEDICAL CARE,Patterns of Opioid Use and Risk of Opioid Overdose Death Among Medicaid Patients,10.1097/MLR.0000000000000738
WOS:000419959800012,WOS:000402886100001,"Weiss, S. R. B.",5,2017,136,3,ACTA PSYCHIATRICA SCANDINAVICA,Clarifying the link between cannabis use and risk for psychosis,10.1111/acps.12764
WOS:000419959800012,WOS:000399509300025,"Wettlaufer, Ashley",35,2017,173,185,DRUG AND ALCOHOL DEPENDENCE,Estimating the harms and costs of cannabis-attributable collisions in the Canadian provinces,10.1016/j.drugalcdep.2016.12.024
WOS:000419959800012,WOS:000399509300019,"Shi, Yuyan",116,2017,173,144,DRUG AND ALCOHOL DEPENDENCE,Medical marijuana policies and hospitalizations related to marijuana and opioid pain reliever,10.1016/j.drugalcdep.2017.01.006
WOS:000419959800012,WOS:000402559900002,"Saunders, John B.",63,2017,30,227,CURRENT OPINION IN PSYCHIATRY,Substance use and addictive disorders in DSM-5 and ICD 10 and the draft ICD 11,10.1097/YCO.0000000000000332
WOS:000419959800012,WOS:000401210700010,"Hall, Wayne",39,2017,42,57,INTERNATIONAL JOURNAL OF DRUG POLICY,Alcohol and cannabis: Comparing their adverse health effects and regulatory regimes,10.1016/j.drugpo.2016.10.021
WOS:000419959800012,WOS:000401210700006,"Lucas, Philippe",172,2017,42,30,INTERNATIONAL JOURNAL OF DRUG POLICY,"Medical cannabis access, use, and substitution for prescription opioids and other substances: A survey of authorized medical cannabis patients",10.1016/j.drugpo.2017.01.011
WOS:000419959800012,WOS:000401210700012,"Carnevale, John T.",41,2017,42,71,INTERNATIONAL JOURNAL OF DRUG POLICY,A practical framework for regulating for-profit recreational marijuana in US States: Lessons from Colorado and Washington,10.1016/j.drugpo.2017.03.001
WOS:000419959800012,WOS:000400376500001,"Corroon, James M., Jr.",130,2017,10,989,JOURNAL OF PAIN RESEARCH,Cannabis as a substitute for prescription drugs - a cross-sectional study,10.2147/JPR.S134330
WOS:000419959800012,WOS:000397207000004,"Cambron, Christopher",40,2017,47,74,JOURNAL OF DRUG ISSUES,State and National Contexts in Evaluating Cannabis Laws: A Case Study of Washington State,10.1177/0022042616678607
WOS:000419959800012,WOS:000388090200040,"Kim, June H.",75,2016,106,2032,AMERICAN JOURNAL OF PUBLIC HEALTH,State Medical Marijuana Laws and the Prevalence of Opioids Detected Among Fatally Injured Drivers,10.2105/AJPH.2016.303426
WOS:000419959800012,WOS:000393904300024,"Hodgson, Karen",16,2017,112,113,ADDICTION,The genetic basis of the comorbidity between cannabis use and major depression,10.1111/add.13558
WOS:000419959800012,WOS:000396344300023,"Compton, Wilson M.",233,2016,3,954,LANCET PSYCHIATRY,"Marijuana use and use disorders in adults in the USA, 2002-14: analysis of annual cross-sectional surveys",10.1016/S2215-0366(16)30208-5
WOS:000419959800012,WOS:000397014900002,"Sun, Eric C.",277,2017,356,,BMJ-BRITISH MEDICAL JOURNAL,Association between concurrent use of prescription opioids and benzodiazepines and overdose: retrospective analysis,10.1136/bmj.j760
WOS:000419959800012,WOS:000395627900001,"Kilmer, Beau",45,2017,376,705,NEW ENGLAND JOURNAL OF MEDICINE,Recreational Cannabis - Minimizing the Health Risks from Legalization,10.1056/NEJMp1614783
WOS:000419959800012,WOS:000391826200024,"Compton, Wilson M.",86,2017,317,209,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,Use of Marijuana for Medical Purposes Among Adults in the United States,10.1001/jama.2016.18900
WOS:000419959800012,WOS:000391826200023,"Brown, Qiana L.",241,2017,317,207,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,"Trends in Marijuana Use Among Pregnant and Nonpregnant Reproductive-Aged Women, 2002-2014",10.1001/jama.2016.17383
WOS:000419959800012,WOS:000390965200022,"Watson, Tara Marie",30,2016,169,148,DRUG AND ALCOHOL DEPENDENCE,International approaches to driving under the influence of cannabis: A review of evidence on impact,10.1016/j.drugalcdep.2016.10.023
WOS:000419959800012,WOS:000390965200005,"Martins, Silvia S.",126,2016,169,26,DRUG AND ALCOHOL DEPENDENCE,"State-level medical marijuana laws, marijuana use and perceived availability of marijuana among the general US population",10.1016/j.drugalcdep.2016.10.004
WOS:000419959800012,WOS:000358153000050,"Bachhuber, Marcus A.",47,2015,10,,PLOS ONE,Messaging to Increase Public Support for Naloxone Distribution Policies in the United States: Results from a Randomized Survey Experiment,10.1371/journal.pone.0130050
WOS:000419959800012,WOS:000391826200009,"Volkow, Nora D.",78,2017,317,129,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,The Risks of Marijuana Use During Pregnancy,10.1001/jama.2016.18612
WOS:000419959800012,WOS:000392559500002,"Walsh, Zach",121,2017,51,15,CLINICAL PSYCHOLOGY REVIEW,Medical cannabis and mental health: A guided systematic review,10.1016/j.cpr.2016.10.002
WOS:000419959800012,WOS:000388318000017,"McGinty, Emma E.",53,2016,90,114,PREVENTIVE MEDICINE,"The emerging public discourse on state legalization of marijuana for recreational use in the US: Analysis of news media coverage, 2010-2014",10.1016/j.ypmed.2016.06.040
WOS:000419959800012,WOS:000389714200011,"Marsot, A.",19,2016,19,411,JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES,"Comparison of Cannabinoid Concentrations in Plasma, Oral Fluid and Urine in Occasional Cannabis Smokers After Smoking Cannabis Cigarette",10.18433/J3F31D
WOS:000419959800012,WOS:000386320800001,"Azofeifa, Alejandro",272,2016,65,1,MMWR SURVEILLANCE SUMMARIES,"National Estimates of Marijuana Use and Related Indicators - National Survey on Drug Use and Health, United States, 2002-2014",10.15585/mmwr.ss6511a1
WOS:000419959800012,WOS:000387118000040,"Bradford, Ashley C.",3,2016,35,1937,HEALTH AFFAIRS,Medical Marijuana Laws: The Authors Reply,10.1377/hlthaff.2016.1110
WOS:000419959800012,MEDLINE:27642547,"Bogdan, Ryan",9,2016,3,199,Current addiction reports,Genetic and Environmental Factors Associated with Cannabis Involvement.,
WOS:000419959800012,WOS:000387276500009,"Zhu, He",56,2016,10,429,JOURNAL OF ADDICTION MEDICINE,Trends and Correlates of Cannabis-involved Emergency Department Visits: 2004 to 2011,10.1097/ADM.0000000000000256
WOS:000419959800012,WOS:000386569300012,"Azofeifa, Alejandro",21,2016,316,1765,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,Monitoring Marijuana Use in the United States Challenges in an Evolving Environment,10.1001/jama.2016.13696
WOS:000419959800012,WOS:000386569300011,"Choo, Esther K.",36,2016,316,1763,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,"Opioids Out, Cannabis In Negotiating the Unknowns in Patient Care for Chronic Pain",10.1001/jama.2016.13677
WOS:000419959800012,WOS:000383713500018,"Hall, Wayne",180,2016,111,1764,ADDICTION,Evaluating the public health impacts of legalizing recreational cannabis use in the United States,10.1111/add.13428
WOS:000419959800012,WOS:000384981200047,"Schmidt, Laura A.",47,2016,106,1498,AMERICAN JOURNAL OF PUBLIC HEALTH,Young People's More Permissive Views About Marijuana: Local Impact of State Laws or National Trend?,10.2105/AJPH.2016.303153
WOS:000419959800012,WOS:000384801400012,"Bradford, Ashley C.",205,2016,35,1230,HEALTH AFFAIRS,Medical Marijuana Laws Reduce Prescription Medication Use In Medicare Part D,10.1377/hlthaff.2015.1661
WOS:000419959800012,WOS:000382293100001,"Thomas, Brian F.",20,2016,7,,FRONTIERS IN PHARMACOLOGY,Preparation and Distribution of Cannabis and Cannabis-Derived Dosage Formulations for Investigational and Therapeutic Use in the United States,10.3389/fphar.2016.00285
WOS:000419959800012,WOS:000382798200022,"Davis, Alan K.",17,2016,63,132,ADDICTIVE BEHAVIORS,Factors associated with having a medical marijuana card among Veterans with recent substance use in VA outpatient treatment,10.1016/j.addbeh.2016.07.006
WOS:000419959800012,WOS:000382339400006,"Wang, Julie B.",50,2016,166,32,DRUG AND ALCOHOL DEPENDENCE,Medical marijuana legalization and cigarette and marijuana co-use in adolescents and adults,10.1016/j.drugalcdep.2016.06.016
WOS:000419959800012,WOS:000379630700017,"Lin, Lewei A.",97,2016,61,99,ADDICTIVE BEHAVIORS,Comparing adults who use cannabis medically with those who use recreationally: Results from a national sample,10.1016/j.addbeh.2016.05.015
WOS:000419959800012,WOS:000381137800002,"Wang, Guoying",74,2016,170,,JAMA PEDIATRICS,Association Between Maternal Prepregnancy Body Mass Index and Plasma Folate Concentrations With Child Metabolic Health,10.1001/jamapediatrics.2016.0845
WOS:000419959800012,WOS:000380256400004,"Hwang, Catherine S.",123,2016,51,151,AMERICAN JOURNAL OF PREVENTIVE MEDICINE,"Trends in the Concomitant Prescribing of Opioids and Benzodiazepines, 2002-2014",10.1016/j.amepre.2016.02.014
WOS:000419959800012,WOS:000379948900009,"Rogeberg, Ole",173,2016,111,1348,ADDICTION,The effects of cannabis intoxication on motor vehicle collision revisited and revised,10.1111/add.13347
WOS:000419959800012,WOS:000379013300013,"Gubatan, John",21,2016,61,1844,DIGESTIVE DISEASES AND SCIENCES,Cannabis Abuse Is Increasing and Associated with Increased Emergency Department Utilization in Gastroenterology Patients,10.1007/s10620-016-4090-9
WOS:000419959800012,WOS:000376948500010,"Hasin, Deborah S.",322,2016,173,588,AMERICAN JOURNAL OF PSYCHIATRY,"Prevalence and Correlates of DSM-5 Cannabis Use Disorder, 2012-2013: Findings from the National Epidemiologic Survey on Alcohol and Related Conditions-III",10.1176/appi.ajp.2015.15070907
